codigo,fecha_hora,temperatura,calidad
419,2023-07-01 01:03:00,21.2,1
419,2023-07-01 01:04:00,21.17,1
419,2023-07-01 01:05:00,21.1,1
419,2023-07-01 01:06:00,21.1,1
419,2023-07-01 01:07:00,21.1,1
419,2023-07-01 01:08:00,21.1,1
419,2023-07-01 01:09:00,21.1,1
419,2023-07-01 01:10:00,21.1,1
419,2023-07-01 01:11:00,21.06,1
419,2023-07-01 01:12:00,21.0,1
419,2023-07-01 01:13:00,21.0,1
419,2023-07-01 01:14:00,21.0,1
419,2023-07-01 01:15:00,21.0,1
419,2023-07-01 01:16:00,20.93,1
419,2023-07-01 01:17:00,20.9,1
419,2023-07-01 01:18:00,20.96,1
419,2023-07-01 01:19:00,20.92,1
419,2023-07-01 01:20:00,20.9,1
419,2023-07-01 01:21:00,20.9,1
419,2023-07-01 01:22:00,20.9,1
419,2023-07-01 01:23:00,20.9,1
419,2023-07-01 01:24:00,20.9,1
419,2023-07-01 01:25:00,20.9,1
419,2023-07-01 01:26:00,20.9,1
419,2023-07-01 01:27:00,20.9,1
419,2023-07-01 01:28:00,20.9,1
419,2023-07-01 01:29:00,20.9,1
419,2023-07-01 01:30:00,20.9,1
419,2023-07-01 01:31:00,20.9,1
419,2023-07-01 01:32:00,20.91,1
419,2023-07-01 01:33:00,20.95,1
419,2023-07-01 01:34:00,20.9,1
419,2023-07-01 01:35:00,20.9,1
419,2023-07-01 01:36:00,20.9,1
419,2023-07-01 01:37:00,20.9,1
419,2023-07-01 01:38:00,20.9,1
419,2023-07-01 01:39:00,20.9,1
419,2023-07-01 01:40:00,20.9,1
419,2023-07-01 01:41:00,20.9,1
419,2023-07-01 01:42:00,20.9,1
419,2023-07-01 01:43:00,20.9,1
419,2023-07-01 01:44:00,20.9,1
419,2023-07-01 01:45:00,20.9,1
419,2023-07-01 01:46:00,20.9,1
419,2023-07-01 01:47:00,20.9,1
419,2023-07-01 01:48:00,20.9,1
419,2023-07-01 01:49:00,20.9,1
419,2023-07-01 01:50:00,20.9,1
419,2023-07-01 01:51:00,20.9,1
419,2023-07-01 01:52:00,20.9,1
419,2023-07-01 01:53:00,20.9,1
419,2023-07-01 01:54:00,20.9,1
419,2023-07-01 01:55:00,20.9,1
419,2023-07-01 01:56:00,20.9,1
419,2023-07-01 01:57:00,20.9,1
419,2023-07-01 01:58:00,20.9,1
419,2023-07-01 01:59:00,20.9,1
419,2023-07-01 02:00:00,20.9,1
419,2023-07-01 02:01:00,20.9,1
419,2023-07-01 02:02:00,20.9,1
419,2023-07-01 02:03:00,20.9,1
419,2023-07-01 02:04:00,20.9,1
419,2023-07-01 02:05:00,20.9,1
419,2023-07-01 02:06:00,20.9,1
419,2023-07-01 02:07:00,20.9,1
419,2023-07-01 02:08:00,20.9,1
419,2023-07-01 02:09:00,20.9,1
419,2023-07-01 02:10:00,20.9,1
419,2023-07-01 02:11:00,20.9,1
419,2023-07-01 02:12:00,20.9,1
419,2023-07-01 02:13:00,20.81,1
419,2023-07-01 02:14:00,20.8,1
419,2023-07-01 02:15:00,20.8,1
419,2023-07-01 02:16:00,20.8,1
419,2023-07-01 02:17:00,20.8,1
419,2023-07-01 02:18:00,20.8,1
419,2023-07-01 02:19:00,20.8,1
419,2023-07-01 02:20:00,20.8,1
419,2023-07-01 02:21:00,20.8,1
419,2023-07-01 02:22:00,20.8,1
419,2023-07-01 02:23:00,20.8,1
419,2023-07-01 02:24:00,20.8,1
419,2023-07-01 02:25:00,20.8,1
419,2023-07-01 02:26:00,20.8,1
419,2023-07-01 02:27:00,20.8,1
419,2023-07-01 02:28:00,20.85,1
419,2023-07-01 02:29:00,20.89,1
419,2023-07-01 02:30:00,20.83,1
419,2023-07-01 02:31:00,20.9,1
419,2023-07-01 02:32:00,20.9,1
419,2023-07-01 02:33:00,20.9,1
419,2023-07-01 02:34:00,20.9,1
419,2023-07-01 02:35:00,20.9,1
419,2023-07-01 02:36:00,20.9,1
419,2023-07-01 02:37:00,20.9,1
419,2023-07-01 02:38:00,20.9,1
419,2023-07-01 02:39:00,20.9,1
419,2023-07-01 02:40:00,20.9,1
419,2023-07-01 02:41:00,20.9,1
419,2023-07-01 02:42:00,20.9,1
419,2023-07-01 02:43:00,20.9,1
419,2023-07-01 02:44:00,20.96,1
419,2023-07-01 02:45:00,20.97,1
419,2023-07-01 02:46:00,20.9,1
419,2023-07-01 02:47:00,20.92,1
419,2023-07-01 02:48:00,21.0,1
419,2023-07-01 02:49:00,20.98,1
419,2023-07-01 02:50:00,20.9,1
419,2023-07-01 02:51:00,20.9,156272
419,2023-07-01 02:52:00,20.82,1
419,2023-07-01 02:53:00,20.8,1
419,2023-07-01 02:54:00,20.77,1
419,2023-07-01 02:55:00,20.7,1
419,2023-07-01 02:56:00,20.7,1
419,2023-07-01 02:57:00,20.64,1
419,2023-07-01 02:58:00,20.6,1
419,2023-07-01 02:59:00,20.6,1
419,2023-07-01 03:00:00,20.6,1
419,2023-07-01 03:01:00,20.6,1
419,2023-07-01 03:02:00,20.6,1
419,2023-07-01 03:03:00,20.6,1
419,2023-07-01 03:04:00,20.6,1
419,2023-07-01 03:05:00,20.6,1
419,2023-07-01 03:06:00,20.6,1
419,2023-07-01 03:07:00,20.6,1
419,2023-07-01 03:08:00,20.6,1
419,2023-07-01 03:09:00,20.6,1
419,2023-07-01 03:10:00,20.6,1
419,2023-07-01 03:11:00,20.52,1
419,2023-07-01 03:12:00,20.5,1
419,2023-07-01 03:13:00,20.5,1
419,2023-07-01 03:14:00,20.5,1
419,2023-07-01 03:15:00,20.48,1
419,2023-07-01 03:16:00,20.4,1
419,2023-07-01 03:17:00,20.4,1
419,2023-07-01 03:18:00,20.4,1
419,2023-07-01 03:19:00,20.4,1
419,2023-07-01 03:20:00,20.4,1
419,2023-07-01 03:21:00,20.4,1
419,2023-07-01 03:22:00,20.4,1
419,2023-07-01 03:23:00,20.4,1
419,2023-07-01 03:24:00,20.4,1
419,2023-07-01 03:25:00,20.4,1
419,2023-07-01 03:26:00,20.4,1
419,2023-07-01 03:27:00,20.4,1
419,2023-07-01 03:28:00,20.4,1
419,2023-07-01 03:29:00,20.36,1
419,2023-07-01 03:30:00,20.3,1
419,2023-07-01 03:31:00,20.3,1
419,2023-07-01 03:32:00,20.3,1
419,2023-07-01 03:33:00,20.3,1
419,2023-07-01 03:34:00,20.3,1
419,2023-07-01 03:35:00,20.3,1
419,2023-07-01 03:36:00,20.3,1
419,2023-07-01 03:37:00,20.3,1
419,2023-07-01 03:38:00,20.3,1
419,2023-07-01 03:39:00,20.3,1
419,2023-07-01 03:40:00,20.3,1
419,2023-07-01 03:41:00,20.3,1
419,2023-07-01 03:42:00,20.3,1
419,2023-07-01 03:43:00,20.39,1
419,2023-07-01 03:44:00,20.4,1
419,2023-07-01 03:45:00,20.4,1
419,2023-07-01 03:46:00,20.45,1
419,2023-07-01 03:47:00,20.5,1
419,2023-07-01 03:48:00,20.5,1
419,2023-07-01 03:49:00,20.52,1
419,2023-07-01 03:50:00,20.6,1
419,2023-07-01 03:51:00,20.6,1
419,2023-07-01 03:52:00,20.6,1
419,2023-07-01 03:53:00,20.6,1
419,2023-07-01 03:54:00,20.6,1
419,2023-07-01 03:55:00,20.6,1
419,2023-07-01 03:56:00,20.6,1
419,2023-07-01 03:57:00,20.6,1
419,2023-07-01 03:58:00,20.6,1
419,2023-07-01 03:59:00,20.6,1
419,2023-07-01 04:00:00,20.6,1
419,2023-07-01 04:01:00,20.6,1
419,2023-07-01 04:02:00,20.6,1
419,2023-07-01 04:03:00,20.6,1
419,2023-07-01 04:04:00,20.6,1
419,2023-07-01 04:05:00,20.6,1
419,2023-07-01 04:06:00,20.61,1
419,2023-07-01 04:07:00,20.66,1
419,2023-07-01 04:08:00,20.7,1
419,2023-07-01 04:09:00,20.7,1
419,2023-07-01 04:10:00,20.7,1
419,2023-07-01 04:11:00,20.7,1
419,2023-07-01 04:12:00,20.7,1
419,2023-07-01 04:13:00,20.7,1
419,2023-07-01 04:14:00,20.68,1
419,2023-07-01 04:15:00,20.63,1
419,2023-07-01 04:16:00,20.6,1
419,2023-07-01 04:17:00,20.5,1
419,2023-07-01 04:18:00,20.42,1
419,2023-07-01 04:19:00,20.4,1
419,2023-07-01 04:20:00,20.4,1
419,2023-07-01 04:21:00,20.41,1
419,2023-07-01 04:22:00,20.48,1
419,2023-07-01 04:23:00,20.5,1
419,2023-07-01 04:24:00,20.5,1
419,2023-07-01 04:25:00,20.56,1
419,2023-07-01 04:26:00,20.59,1
419,2023-07-01 04:27:00,20.5,1
419,2023-07-01 04:28:00,20.5,1
419,2023-07-01 04:29:00,20.5,1
419,2023-07-01 04:30:00,20.5,1
419,2023-07-01 04:31:00,20.5,1
419,2023-07-01 04:32:00,20.5,1
419,2023-07-01 04:33:00,20.5,1
419,2023-07-01 04:34:00,20.5,1
419,2023-07-01 04:35:00,20.5,1
419,2023-07-01 04:36:00,20.5,1
419,2023-07-01 04:37:00,20.5,1
419,2023-07-01 04:38:00,20.5,1
419,2023-07-01 04:39:00,20.5,1
419,2023-07-01 04:40:00,20.43,1
419,2023-07-01 04:41:00,20.4,1
419,2023-07-01 04:42:00,20.4,1
419,2023-07-01 04:43:00,20.35,1
419,2023-07-01 04:44:00,20.3,1
419,2023-07-01 04:45:00,20.3,1
419,2023-07-01 04:46:00,20.3,1
419,2023-07-01 04:47:00,20.3,1
419,2023-07-01 04:48:00,20.3,1
419,2023-07-01 04:49:00,20.3,156272
419,2023-07-01 04:50:00,20.3,1
419,2023-07-01 04:51:00,20.3,1
419,2023-07-01 04:52:00,20.3,1
419,2023-07-01 04:53:00,20.3,1
419,2023-07-01 04:54:00,20.3,1
419,2023-07-01 04:55:00,20.3,1
419,2023-07-01 04:56:00,20.3,156272
419,2023-07-01 04:57:00,20.3,156272
419,2023-07-01 04:58:00,20.3,1
419,2023-07-01 04:59:00,20.3,156272
419,2023-07-01 05:00:00,20.3,1
419,2023-07-01 05:01:00,20.22,1
419,2023-07-01 05:02:00,20.2,1
419,2023-07-01 05:03:00,20.2,156272
419,2023-07-01 05:04:00,20.1,1
419,2023-07-01 05:05:00,20.1,1
419,2023-07-01 05:06:00,20.1,1
419,2023-07-01 05:07:00,20.1,1
419,2023-07-01 05:08:00,20.07,1
419,2023-07-01 05:09:00,20.0,1
419,2023-07-01 05:10:00,20.0,1
419,2023-07-01 05:11:00,20.0,1
419,2023-07-01 05:12:00,20.0,1
419,2023-07-01 05:13:00,20.0,1
419,2023-07-01 05:14:00,20.0,1
419,2023-07-01 05:15:00,20.0,1
419,2023-07-01 05:16:00,20.02,1
419,2023-07-01 05:17:00,20.1,1
419,2023-07-01 05:18:00,20.1,1
419,2023-07-01 05:19:00,20.1,1
419,2023-07-01 05:20:00,20.06,156272
419,2023-07-01 05:21:00,20.07,1
419,2023-07-01 05:22:00,20.0,1
419,2023-07-01 05:23:00,20.0,1
419,2023-07-01 05:24:00,20.01,1
419,2023-07-01 05:25:00,20.1,1
419,2023-07-01 05:26:00,20.1,1
419,2023-07-01 05:27:00,20.06,1
419,2023-07-01 05:28:00,20.0,1
419,2023-07-01 05:29:00,20.0,1
419,2023-07-01 05:30:00,20.0,156272
419,2023-07-01 05:31:00,19.9,156272
419,2023-07-01 05:32:00,19.9,1
419,2023-07-01 05:33:00,19.9,1
419,2023-07-01 05:34:00,19.9,1
419,2023-07-01 05:35:00,19.9,156272
419,2023-07-01 05:36:00,19.9,1
419,2023-07-01 05:37:00,19.9,156272
419,2023-07-01 05:38:00,19.9,1
419,2023-07-01 05:39:00,19.9,1
419,2023-07-01 05:40:00,19.9,1
419,2023-07-01 05:41:00,19.87,1
419,2023-07-01 05:42:00,19.88,1
419,2023-07-01 05:43:00,19.9,1
419,2023-07-01 05:44:00,19.9,1
419,2023-07-01 05:45:00,19.97,1
419,2023-07-01 05:46:00,20.0,1
419,2023-07-01 05:47:00,20.0,1
419,2023-07-01 05:48:00,20.0,1
419,2023-07-01 05:49:00,20.0,1
419,2023-07-01 05:50:00,20.0,1
419,2023-07-01 05:51:00,20.0,1
419,2023-07-01 05:52:00,20.0,1
419,2023-07-01 05:53:00,20.0,1
419,2023-07-01 05:54:00,20.04,1
419,2023-07-01 05:55:00,20.1,1
419,2023-07-01 05:56:00,20.1,1
419,2023-07-01 05:57:00,20.04,1
419,2023-07-01 05:58:00,20.0,1
419,2023-07-01 05:59:00,20.0,1
419,2023-07-01 06:00:00,19.93,1
419,2023-07-01 06:01:00,19.9,1
419,2023-07-01 06:02:00,19.9,1
419,2023-07-01 06:03:00,19.9,1
419,2023-07-01 06:04:00,19.9,1
419,2023-07-01 06:05:00,19.9,1
419,2023-07-01 06:06:00,19.9,1
419,2023-07-01 06:07:00,19.9,1
419,2023-07-01 06:08:00,19.9,1
419,2023-07-01 06:09:00,19.9,1
419,2023-07-01 06:10:00,19.85,1
419,2023-07-01 06:11:00,19.89,1
419,2023-07-01 06:12:00,19.9,1
419,2023-07-01 06:13:00,19.89,1
419,2023-07-01 06:14:00,19.84,1
419,2023-07-01 06:15:00,19.88,1
419,2023-07-01 06:16:00,19.8,1
419,2023-07-01 06:17:00,19.8,1
419,2023-07-01 06:18:00,19.8,1
419,2023-07-01 06:19:00,19.8,1
419,2023-07-01 06:20:00,19.8,1
419,2023-07-01 06:21:00,19.8,1
419,2023-07-01 06:22:00,19.83,1
419,2023-07-01 06:23:00,19.85,1
419,2023-07-01 06:24:00,19.9,1
419,2023-07-01 06:25:00,19.9,1
419,2023-07-01 06:26:00,19.9,1
419,2023-07-01 06:27:00,19.9,1
419,2023-07-01 06:28:00,19.9,1
419,2023-07-01 06:29:00,19.9,1
419,2023-07-01 06:30:00,19.9,1
419,2023-07-01 06:31:00,19.9,1
419,2023-07-01 06:32:00,19.9,1
419,2023-07-01 06:33:00,19.9,1
419,2023-07-01 06:34:00,19.9,1
419,2023-07-01 06:35:00,19.9,1
419,2023-07-01 06:36:00,19.9,1
419,2023-07-01 06:37:00,19.9,1
419,2023-07-01 06:38:00,19.9,1
419,2023-07-01 06:39:00,19.9,1
419,2023-07-01 06:40:00,19.9,1
419,2023-07-01 06:41:00,19.9,1
419,2023-07-01 06:42:00,19.96,1
419,2023-07-01 06:43:00,20.0,1
419,2023-07-01 06:44:00,20.0,1
419,2023-07-01 06:45:00,20.03,1
419,2023-07-01 06:46:00,20.08,1
419,2023-07-01 06:47:00,20.1,1
419,2023-07-01 06:48:00,20.1,1
419,2023-07-01 06:49:00,20.17,1
419,2023-07-01 06:50:00,20.2,1
419,2023-07-01 06:51:00,20.27,1
419,2023-07-01 06:52:00,20.36,1
419,2023-07-01 06:53:00,20.4,1
419,2023-07-01 06:54:00,20.49,1
419,2023-07-01 06:55:00,20.6,1
419,2023-07-01 06:56:00,20.65,1
419,2023-07-01 06:57:00,20.73,1
419,2023-07-01 06:58:00,20.8,1
419,2023-07-01 06:59:00,20.81,1
419,2023-07-01 07:00:00,20.9,1
419,2023-07-01 07:01:00,20.9,1
419,2023-07-01 07:02:00,20.96,1
419,2023-07-01 07:03:00,21.13,1
419,2023-07-01 07:04:00,21.29,1
419,2023-07-01 07:05:00,21.46,1
419,2023-07-01 07:06:00,21.58,1
419,2023-07-01 07:07:00,21.51,1
419,2023-07-01 07:08:00,21.43,1
419,2023-07-01 07:09:00,21.4,1
419,2023-07-01 07:10:00,21.4,1
419,2023-07-01 07:11:00,21.42,1
419,2023-07-01 07:12:00,21.37,1
419,2023-07-01 07:13:00,21.3,1
419,2023-07-01 07:14:00,21.3,1
419,2023-07-01 07:15:00,21.3,1
419,2023-07-01 07:16:00,21.39,1
419,2023-07-01 07:17:00,21.46,1
419,2023-07-01 07:18:00,21.49,1
419,2023-07-01 07:19:00,21.5,1
419,2023-07-01 07:20:00,21.5,1
419,2023-07-01 07:21:00,21.56,1
419,2023-07-01 07:22:00,21.69,1
419,2023-07-01 07:23:00,21.85,1
419,2023-07-01 07:24:00,21.98,1
419,2023-07-01 07:25:00,22.0,1
419,2023-07-01 07:26:00,22.0,1
419,2023-07-01 07:27:00,21.9,1
419,2023-07-01 07:28:00,21.93,1
419,2023-07-01 07:29:00,22.0,1
419,2023-07-01 07:30:00,22.1,1
419,2023-07-01 07:31:00,22.2,1
419,2023-07-01 07:32:00,22.32,1
419,2023-07-01 07:33:00,22.4,1
419,2023-07-01 07:34:00,22.45,1
419,2023-07-01 07:35:00,22.58,1
419,2023-07-01 07:36:00,22.4,1
419,2023-07-01 07:37:00,22.21,1
419,2023-07-01 07:38:00,22.2,1
419,2023-07-01 07:39:00,22.22,1
419,2023-07-01 07:40:00,22.37,1
419,2023-07-01 07:41:00,22.5,1
419,2023-07-01 07:42:00,22.49,1
419,2023-07-01 07:43:00,22.4,1
419,2023-07-01 07:44:00,22.44,1
419,2023-07-01 07:45:00,22.61,1
419,2023-07-01 07:46:00,22.62,1
419,2023-07-01 07:47:00,22.5,1
419,2023-07-01 07:48:00,22.5,1
419,2023-07-01 07:49:00,22.6,1
419,2023-07-01 07:50:00,22.6,1
419,2023-07-01 07:51:00,22.6,1
419,2023-07-01 07:52:00,22.5,1
419,2023-07-01 07:53:00,22.54,1
419,2023-07-01 07:54:00,22.69,1
419,2023-07-01 07:55:00,22.63,1
419,2023-07-01 07:56:00,22.71,1
419,2023-07-01 07:57:00,22.88,1
419,2023-07-01 07:58:00,22.8,1
419,2023-07-01 07:59:00,22.81,1
419,2023-07-01 08:00:00,22.97,1
419,2023-07-01 08:01:00,23.1,1
419,2023-07-01 08:02:00,23.03,1
419,2023-07-01 08:03:00,23.0,1
419,2023-07-01 08:04:00,23.08,1
419,2023-07-01 08:05:00,23.14,1
419,2023-07-01 08:06:00,23.2,1
419,2023-07-01 08:07:00,23.3,1
419,2023-07-01 08:08:00,23.3,1
419,2023-07-01 08:09:00,23.3,1
419,2023-07-01 08:10:00,23.31,1
419,2023-07-01 08:11:00,23.39,1
419,2023-07-01 08:12:00,23.26,1
419,2023-07-01 08:13:00,23.2,1
419,2023-07-01 08:14:00,23.25,1
419,2023-07-01 08:15:00,23.3,1
419,2023-07-01 08:16:00,23.38,1
419,2023-07-01 08:17:00,23.5,1
419,2023-07-01 08:18:00,23.56,1
419,2023-07-01 08:19:00,23.68,1
419,2023-07-01 08:20:00,23.89,1
419,2023-07-01 08:21:00,24.09,1
419,2023-07-01 08:22:00,24.28,1
419,2023-07-01 08:23:00,24.4,1
419,2023-07-01 08:24:00,24.32,1
419,2023-07-01 08:25:00,24.14,1
419,2023-07-01 08:26:00,24.1,1
419,2023-07-01 08:27:00,24.07,1
419,2023-07-01 08:28:00,23.92,1
419,2023-07-01 08:29:00,23.86,1
419,2023-07-01 08:30:00,23.9,1
419,2023-07-01 08:31:00,24.02,1
419,2023-07-01 08:32:00,24.12,1
419,2023-07-01 08:33:00,24.19,1
419,2023-07-01 08:34:00,24.1,1
419,2023-07-01 08:35:00,24.2,1
419,2023-07-01 08:36:00,24.2,1
419,2023-07-01 08:37:00,24.11,1
419,2023-07-01 08:38:00,24.12,1
419,2023-07-01 08:39:00,24.3,1
419,2023-07-01 08:40:00,24.4,1
419,2023-07-01 08:41:00,24.48,1
419,2023-07-01 08:42:00,24.73,1
419,2023-07-01 08:43:00,24.89,1
419,2023-07-01 08:44:00,24.81,1
419,2023-07-01 08:45:00,24.97,1
419,2023-07-01 08:46:00,24.91,1
419,2023-07-01 08:47:00,25.01,1
419,2023-07-01 08:48:00,25.1,1
419,2023-07-01 08:49:00,25.15,1
419,2023-07-01 08:50:00,25.36,1
419,2023-07-01 08:51:00,25.5,1
419,2023-07-01 08:52:00,25.38,1
419,2023-07-01 08:53:00,25.22,1
419,2023-07-01 08:54:00,25.08,1
419,2023-07-01 08:55:00,24.92,1
419,2023-07-01 08:56:00,24.86,1
419,2023-07-01 08:57:00,24.99,1
419,2023-07-01 08:58:00,25.0,1
419,2023-07-01 08:59:00,24.92,1
419,2023-07-01 09:00:00,25.0,1
419,2023-07-01 09:01:00,25.11,1
419,2023-07-01 09:02:00,25.25,1
419,2023-07-01 09:03:00,25.28,1
419,2023-07-01 09:04:00,25.13,1
419,2023-07-01 09:05:00,24.94,1
419,2023-07-01 09:06:00,24.82,1
419,2023-07-01 09:07:00,24.95,1
419,2023-07-01 09:08:00,24.93,1
419,2023-07-01 09:09:00,24.88,1
419,2023-07-01 09:10:00,24.8,1
419,2023-07-01 09:11:00,24.66,1
419,2023-07-01 09:12:00,24.6,1
419,2023-07-01 09:13:00,24.6,1
419,2023-07-01 09:14:00,24.6,1
419,2023-07-01 09:15:00,24.5,1
419,2023-07-01 09:16:00,24.5,1
419,2023-07-01 09:17:00,24.55,1
419,2023-07-01 09:18:00,24.69,1
419,2023-07-01 09:19:00,24.64,1
419,2023-07-01 09:20:00,24.7,1
419,2023-07-01 09:21:00,24.7,1
419,2023-07-01 09:22:00,24.7,156272
419,2023-07-01 09:23:00,24.8,1
419,2023-07-01 09:24:00,24.9,1
419,2023-07-01 09:25:00,24.95,1
419,2023-07-01 09:26:00,25.0,1
419,2023-07-01 09:27:00,25.18,1
419,2023-07-01 09:28:00,25.35,1
419,2023-07-01 09:29:00,25.46,1
419,2023-07-01 09:30:00,25.6,1
419,2023-07-01 09:31:00,25.77,1
419,2023-07-01 09:32:00,25.93,1
419,2023-07-01 09:33:00,26.01,1
419,2023-07-01 09:34:00,25.85,1
419,2023-07-01 09:35:00,25.59,1
419,2023-07-01 09:36:00,25.45,1
419,2023-07-01 09:37:00,25.46,1
419,2023-07-01 09:38:00,25.54,1
419,2023-07-01 09:39:00,25.61,1
419,2023-07-01 09:40:00,25.7,1
419,2023-07-01 09:41:00,25.78,1
419,2023-07-01 09:42:00,25.76,1
419,2023-07-01 09:43:00,25.57,1
419,2023-07-01 09:44:00,25.41,1
419,2023-07-01 09:45:00,25.36,1
419,2023-07-01 09:46:00,25.3,1
419,2023-07-01 09:47:00,25.3,1
419,2023-07-01 09:48:00,25.39,1
419,2023-07-01 09:49:00,25.51,1
419,2023-07-01 09:50:00,25.59,1
419,2023-07-01 09:51:00,25.6,1
419,2023-07-01 09:52:00,25.53,1
419,2023-07-01 09:53:00,25.4,1
419,2023-07-01 09:54:00,25.4,1
419,2023-07-01 09:55:00,25.5,1
419,2023-07-01 09:56:00,25.46,1
419,2023-07-01 09:57:00,25.45,1
419,2023-07-01 09:58:00,25.6,1
419,2023-07-01 09:59:00,25.7,1
419,2023-07-01 10:00:00,25.73,1
419,2023-07-01 10:01:00,25.8,1
419,2023-07-01 10:02:00,25.87,1
419,2023-07-01 10:03:00,25.74,1
419,2023-07-01 10:04:00,25.76,1
419,2023-07-01 10:05:00,25.76,1
419,2023-07-01 10:06:00,25.64,1
419,2023-07-01 10:07:00,25.6,1
419,2023-07-01 10:08:00,25.65,1
419,2023-07-01 10:09:00,25.81,1
419,2023-07-01 10:10:00,25.9,1
419,2023-07-01 10:11:00,25.9,1
419,2023-07-01 10:12:00,26.02,1
419,2023-07-01 10:13:00,25.98,1
419,2023-07-01 10:14:00,25.81,1
419,2023-07-01 10:15:00,25.81,1
419,2023-07-01 10:16:00,25.93,1
419,2023-07-01 10:17:00,26.06,1
419,2023-07-01 10:18:00,26.25,1
419,2023-07-01 10:19:00,26.38,1
419,2023-07-01 10:20:00,26.51,156272
419,2023-07-01 10:21:00,26.64,1
419,2023-07-01 10:22:00,26.61,1
419,2023-07-01 10:23:00,26.6,1
419,2023-07-01 10:24:00,26.68,1
419,2023-07-01 10:25:00,26.85,1
419,2023-07-01 10:26:00,27.0,1
419,2023-07-01 10:27:00,27.13,1
419,2023-07-01 10:28:00,27.14,1
419,2023-07-01 10:29:00,26.88,1
419,2023-07-01 10:30:00,26.67,1
419,2023-07-01 10:31:00,26.56,1
419,2023-07-01 10:32:00,26.53,1
419,2023-07-01 10:33:00,26.7,1
419,2023-07-01 10:34:00,26.92,1
419,2023-07-01 10:35:00,27.0,1
419,2023-07-01 10:36:00,26.87,1
419,2023-07-01 10:37:00,26.69,1
419,2023-07-01 10:38:00,26.63,1
419,2023-07-01 10:39:00,26.65,1
419,2023-07-01 10:40:00,26.62,1
419,2023-07-01 10:41:00,26.65,1
419,2023-07-01 10:42:00,26.77,1
419,2023-07-01 10:43:00,26.8,1
419,2023-07-01 10:44:00,26.65,1
419,2023-07-01 10:45:00,26.6,1
419,2023-07-01 10:46:00,26.66,1
419,2023-07-01 10:47:00,26.8,1
419,2023-07-01 10:48:00,26.89,1
419,2023-07-01 10:49:00,26.9,1
419,2023-07-01 10:50:00,26.84,1
419,2023-07-01 10:51:00,26.78,1
419,2023-07-01 10:52:00,26.76,1
419,2023-07-01 10:53:00,26.8,1
419,2023-07-01 10:54:00,26.8,1
419,2023-07-01 10:55:00,26.86,1
419,2023-07-01 10:56:00,26.89,1
419,2023-07-01 10:57:00,26.8,1
419,2023-07-01 10:58:00,26.86,1
419,2023-07-01 10:59:00,26.99,1
419,2023-07-01 11:00:00,27.19,1
419,2023-07-01 11:01:00,27.31,1
419,2023-07-01 11:02:00,27.35,1
419,2023-07-01 11:03:00,27.55,1
